student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,aptitude_score,projects,placed,company_type,package_lpa,overall_skill_score,academic_performance_index,profile_strength,profile_development_score
9491,Male,22,BCA,DS,9.1,1,3,2,5,7,73,1,1,Service,7.09,28.333333333333332,86.0,6,6
9492,Female,24,BCA,IT,8.08,3,1,4,10,8,69,2,1,Product,8.67,29.0,65.8,7,7
9493,Female,23,BSc,Mechanical,6.22,3,3,3,10,3,67,0,0,,0.0,26.666666666666668,47.199999999999996,6,6
9494,Female,23,BE,AI,5.63,0,2,3,9,5,44,4,0,,0.0,19.333333333333332,56.3,9,9
9495,Female,24,BCA,AI,6.75,2,3,3,1,10,74,2,0,,0.0,28.333333333333332,57.5,8,8
9496,Male,21,BSc,Electrical,9.49,0,1,1,8,8,48,3,0,,0.0,21.333333333333332,94.9,5,5
9497,Male,22,BTech,IT,9.51,0,2,5,6,7,93,4,1,Startup,9.85,35.333333333333336,95.1,11,11
9498,Female,21,BTech,DS,6.84,3,1,3,9,1,77,5,1,Service,7.68,29.0,53.400000000000006,9,9
9499,Female,24,BE,Mechanical,9.09,0,1,0,10,2,85,2,1,Service,12.01,32.333333333333336,90.9,3,3
9500,Female,24,BCA,Electrical,7.4,0,3,3,7,6,58,4,0,,0.0,23.666666666666668,74.0,10,10
9501,Male,22,BE,Electrical,8.31,0,2,1,3,8,80,0,0,,0.0,30.333333333333332,83.10000000000001,3,3
9502,Male,24,BCA,Mechanical,6.94,1,1,0,8,5,99,1,1,Startup,7.41,37.333333333333336,64.4,2,2
9503,Male,24,BSc,Mechanical,7.72,2,0,2,10,7,46,1,0,,0.0,21.0,67.2,3,3
9504,Male,22,BTech,Mechanical,6.76,2,3,4,3,10,92,2,0,,0.0,35.0,57.599999999999994,9,9
9505,Male,23,BTech,Mechanical,5.76,1,2,4,3,7,65,1,0,,0.0,25.0,52.599999999999994,7,7
9506,Male,21,BTech,DS,6.1,3,2,5,4,3,53,0,0,,0.0,20.0,46.0,7,7
9507,Female,23,BTech,Mechanical,6.75,3,1,0,3,1,71,5,0,,0.0,25.0,52.5,6,6
9508,Male,23,BE,DS,9.7,2,2,5,6,6,78,4,1,Service,8.84,30.0,87.0,11,11
9509,Male,21,BCA,DS,9.65,2,2,0,7,5,69,1,1,Product,14.42,27.0,86.5,3,3
9510,Female,23,BE,DS,9.06,3,0,5,3,9,49,5,0,,0.0,20.333333333333332,75.60000000000001,10,10
9511,Male,22,BSc,AI,6.5,0,2,4,3,1,41,0,0,,0.0,15.0,65.0,6,6
9512,Female,21,BTech,CS,7.4,2,0,4,7,5,77,4,1,Service,12.33,29.666666666666668,64.0,8,8
9513,Male,20,BCA,Electrical,7.39,0,3,0,10,3,44,0,0,,0.0,19.0,73.89999999999999,3,3
9514,Female,23,BE,IT,7.16,2,3,4,9,6,45,2,0,,0.0,20.0,61.599999999999994,9,9
9515,Female,24,BCA,AI,5.69,1,3,5,3,5,98,4,0,,0.0,35.333333333333336,51.900000000000006,12,12
9516,Female,21,BE,CS,7.8,2,2,2,6,4,67,4,1,Product,10.15,25.666666666666668,68.0,8,8
9517,Female,20,BCA,Electrical,5.81,1,3,3,5,8,54,0,0,,0.0,22.333333333333332,53.099999999999994,6,6
9518,Female,24,BCA,AI,8.95,0,0,5,8,9,68,5,1,Service,14.73,28.333333333333332,89.5,10,10
9519,Male,20,BTech,Electrical,8.47,3,2,3,9,9,69,1,1,Product,4.41,29.0,69.7,6,6
9520,Male,23,BE,DS,7.02,0,2,2,8,1,83,5,1,Startup,7.25,30.666666666666668,70.19999999999999,9,9
9521,Female,24,BSc,DS,8.28,0,0,3,1,9,95,2,0,,0.0,35.0,82.8,5,5
9522,Female,23,BCA,Mechanical,6.5,0,0,3,7,4,83,5,1,Startup,9.71,31.333333333333332,65.0,8,8
9523,Female,24,BSc,DS,6.64,1,0,3,8,4,70,1,1,Product,9.91,27.333333333333332,61.39999999999999,4,4
9524,Male,21,BTech,AI,6.85,2,3,1,5,9,70,3,1,Service,8.17,28.0,58.5,7,7
9525,Female,22,BSc,Electrical,8.93,3,2,5,4,1,74,5,0,,0.0,26.333333333333332,74.3,12,12
9526,Female,22,BCA,IT,6.41,0,1,5,7,5,65,5,0,,0.0,25.666666666666668,64.1,11,11
9527,Female,20,BCA,Electrical,7.92,0,1,2,6,8,95,2,1,Product,5.75,36.333333333333336,79.2,5,5
9528,Female,24,BCA,DS,6.36,0,2,5,2,5,48,2,0,,0.0,18.333333333333332,63.6,9,9
9529,Male,23,BE,Electrical,6.73,1,2,4,9,8,92,0,1,Startup,12.83,36.333333333333336,62.30000000000001,6,6
9530,Female,21,BSc,CS,6.51,1,0,0,3,5,87,0,0,,0.0,31.666666666666668,60.099999999999994,0,0
9531,Female,21,BE,Electrical,8.27,1,3,2,1,2,92,2,0,,0.0,31.666666666666668,77.69999999999999,7,7
9532,Male,21,BCA,AI,7.76,2,0,2,3,2,46,2,0,,0.0,17.0,67.6,4,4
9533,Female,22,BCA,CS,8.6,2,0,5,1,8,52,4,0,,0.0,20.333333333333332,76.0,9,9
9534,Female,23,BTech,Mechanical,6.45,0,1,1,10,3,59,1,0,,0.0,24.0,64.5,3,3
9535,Male,21,BTech,Mechanical,5.54,3,3,1,7,2,90,5,0,,0.0,33.0,40.4,9,9
9536,Male,21,BCA,Electrical,8.43,1,2,3,6,1,67,0,1,Product,6.4,24.666666666666668,79.3,5,5
9537,Male,20,BE,IT,5.99,2,2,1,8,4,86,4,0,,0.0,32.666666666666664,49.900000000000006,7,7
9538,Female,24,BE,AI,6.56,2,1,4,4,3,69,5,0,,0.0,25.333333333333332,55.599999999999994,10,10
9539,Female,24,BCA,IT,6.81,3,0,4,6,8,90,5,1,Service,6.07,34.666666666666664,53.099999999999994,9,9
9540,Male,24,BSc,CS,8.71,1,3,3,3,1,80,3,0,,0.0,28.0,82.10000000000001,9,9
9541,Male,20,BE,IT,8.19,2,0,1,4,5,66,2,0,,0.0,25.0,71.89999999999999,3,3
9542,Male,22,BCA,CS,6.29,3,3,3,6,10,97,5,0,,0.0,37.666666666666664,47.9,11,11
9543,Female,20,BTech,IT,8.07,3,0,0,5,6,88,0,1,Service,7.75,33.0,65.7,0,0
9544,Female,21,BCA,Mechanical,8.55,1,3,1,2,1,69,2,0,,0.0,24.0,80.5,6,6
9545,Male,23,BE,AI,7.17,1,0,1,9,9,80,4,1,Startup,3.47,32.666666666666664,66.7,5,5
9546,Female,21,BCA,IT,6.56,1,1,1,2,2,63,2,0,,0.0,22.333333333333332,60.599999999999994,4,4
9547,Male,21,BSc,Electrical,8.42,0,3,1,8,4,69,2,1,Service,7.58,27.0,84.2,6,6
9548,Female,23,BSc,CS,8.13,2,0,4,5,7,40,4,0,,0.0,17.333333333333332,71.30000000000001,8,8
9549,Female,24,BE,Electrical,5.84,3,3,5,7,9,63,1,0,,0.0,26.333333333333332,43.4,9,9
9550,Female,20,BCA,AI,8.37,0,0,3,6,3,59,4,0,,0.0,22.666666666666668,83.69999999999999,7,7
9551,Female,22,BSc,Electrical,7.6,1,1,4,2,10,93,2,0,,0.0,35.0,71.0,7,7
9552,Male,21,BSc,Mechanical,8.74,2,3,3,4,2,47,1,0,,0.0,17.666666666666668,77.4,7,7
9553,Female,21,BTech,Mechanical,6.32,2,0,0,9,8,56,4,0,,0.0,24.333333333333332,53.2,4,4
9554,Female,22,BE,DS,6.61,0,1,1,7,9,70,4,1,Product,14.53,28.666666666666668,66.10000000000001,6,6
9555,Male,20,BTech,AI,7.84,3,0,2,1,2,43,5,0,,0.0,15.333333333333334,63.400000000000006,7,7
9556,Female,21,BTech,IT,7.57,0,2,4,4,3,73,5,0,,0.0,26.666666666666668,75.7,11,11
9557,Male,22,BSc,Mechanical,7.16,2,0,5,10,6,72,0,1,Service,12.17,29.333333333333332,61.599999999999994,5,5
9558,Male,21,BCA,IT,8.71,3,2,2,3,3,68,4,0,,0.0,24.666666666666668,72.10000000000001,8,8
9559,Female,24,BTech,IT,7.93,0,1,0,1,6,91,2,0,,0.0,32.666666666666664,79.3,3,3
9560,Female,24,BE,CS,8.55,0,0,2,5,6,99,0,1,Startup,9.25,36.666666666666664,85.5,2,2
9561,Male,21,BE,Electrical,6.16,1,3,0,9,3,58,1,0,,0.0,23.333333333333332,56.6,4,4
9562,Male,21,BCA,IT,8.63,2,3,4,4,2,53,0,0,,0.0,19.666666666666668,76.30000000000001,7,7
9563,Male,24,BE,DS,7.48,1,3,0,2,8,64,3,0,,0.0,24.666666666666668,69.80000000000001,6,6
9564,Female,21,BTech,AI,5.65,1,3,4,7,7,40,1,0,,0.0,18.0,51.5,8,8
9565,Male,20,BCA,AI,6.51,3,0,5,8,9,98,3,1,Service,7.5,38.333333333333336,50.099999999999994,8,8
9566,Male,20,BE,CS,5.61,3,0,4,2,1,61,2,0,,0.0,21.333333333333332,41.1,6,6
9567,Male,23,BE,DS,7.46,2,2,2,10,1,85,5,1,Startup,12.98,32.0,64.6,9,9
9568,Female,20,BTech,Electrical,6.9,3,0,3,9,1,43,1,0,,0.0,17.666666666666668,54.0,4,4
9569,Male,21,BTech,DS,9.75,2,1,5,10,1,91,1,1,Startup,8.74,34.0,87.5,7,7
9570,Female,21,BTech,AI,9.23,3,3,3,8,5,74,0,1,Startup,6.29,29.0,77.30000000000001,6,6
9571,Female,22,BTech,DS,9.05,1,0,3,4,2,89,3,0,,0.0,31.666666666666668,85.5,6,6
9572,Male,20,BCA,Electrical,7.65,2,1,1,4,4,91,3,0,,0.0,33.0,66.5,5,5
9573,Female,24,BCA,Mechanical,8.97,1,2,2,5,9,94,0,1,Product,8.65,36.0,84.7,4,4
9574,Male,24,BCA,IT,6.65,3,1,0,1,3,78,0,0,,0.0,27.333333333333332,51.5,1,1
9575,Female,23,BSc,IT,7.91,1,2,3,7,8,72,5,1,Startup,13.15,29.0,74.1,10,10
9576,Female,22,BTech,AI,7.19,3,3,2,4,9,55,0,0,,0.0,22.666666666666668,56.900000000000006,5,5
9577,Male,24,BTech,AI,6.24,0,2,1,1,9,97,0,0,,0.0,35.666666666666664,62.400000000000006,3,3
9578,Male,23,BCA,Electrical,5.81,1,2,2,4,2,84,5,0,,0.0,30.0,53.099999999999994,9,9
9579,Male,20,BE,DS,7.9,2,1,0,4,8,74,5,0,,0.0,28.666666666666668,69.0,6,6
9580,Female,22,BE,Electrical,5.92,1,3,3,1,8,51,4,0,,0.0,20.0,54.2,10,10
9581,Female,22,BTech,CS,8.59,1,1,0,9,3,75,0,1,Service,3.14,29.0,80.9,1,1
9582,Male,21,BTech,AI,9.46,2,3,1,8,1,90,0,1,Startup,7.9,33.0,84.60000000000001,4,4
9583,Male,20,BCA,AI,6.2,2,1,0,9,1,85,0,0,,0.0,31.666666666666668,52.0,1,1
9584,Female,22,BTech,AI,7.53,0,0,5,7,4,93,5,1,Product,13.71,34.666666666666664,75.3,10,10
9585,Female,23,BE,Electrical,8.68,3,1,1,5,9,46,4,0,,0.0,20.0,71.8,6,6
9586,Female,24,BE,Electrical,6.73,3,2,0,7,9,43,2,0,,0.0,19.666666666666668,52.30000000000001,4,4
9587,Male,20,BTech,DS,9.46,2,1,1,2,2,51,2,0,,0.0,18.333333333333332,84.60000000000001,4,4
9588,Female,20,BCA,Mechanical,9.32,1,2,2,10,7,46,0,0,,0.0,21.0,88.2,4,4
9589,Male,22,BCA,AI,5.95,3,1,2,7,1,85,1,0,,0.0,31.0,44.5,4,4
9590,Female,22,BE,Mechanical,5.62,2,1,2,4,5,54,5,0,,0.0,21.0,46.2,8,8
9591,Female,22,BCA,Electrical,9.7,2,2,5,5,10,45,4,0,,0.0,20.0,87.0,11,11
9592,Male,23,BE,DS,9.61,0,3,5,7,5,56,0,0,,0.0,22.666666666666668,96.1,8,8
9593,Male,21,BTech,Electrical,7.32,1,1,2,2,8,56,4,0,,0.0,22.0,68.2,7,7
9594,Male,22,BE,CS,5.72,0,0,0,5,9,83,4,0,,0.0,32.333333333333336,57.199999999999996,4,4
9595,Female,21,BTech,IT,8.16,0,0,5,2,3,43,5,0,,0.0,16.0,81.6,10,10
9596,Female,21,BCA,IT,6.76,1,2,4,10,6,46,2,0,,0.0,20.666666666666668,62.599999999999994,8,8
9597,Female,20,BSc,Electrical,9.53,2,2,1,6,7,75,5,1,Service,7.31,29.333333333333332,85.3,8,8
9598,Male,24,BSc,IT,8.92,1,2,1,10,6,46,3,0,,0.0,20.666666666666668,84.2,6,6
9599,Female,24,BSc,IT,8.29,0,0,4,8,9,77,3,1,Service,9.85,31.333333333333332,82.89999999999999,7,7
9600,Male,23,BE,DS,6.72,0,2,1,7,10,75,3,1,Product,6.0,30.666666666666668,67.2,6,6
9601,Male,23,BSc,IT,8.52,1,2,1,5,4,81,0,1,Service,7.06,30.0,80.19999999999999,3,3
9602,Male,24,BE,DS,6.74,0,3,2,3,1,95,3,0,,0.0,33.0,67.4,8,8
9603,Female,24,BCA,CS,5.66,2,0,1,4,4,72,0,0,,0.0,26.666666666666668,46.6,1,1
9604,Female,20,BTech,AI,7.69,2,3,1,2,10,62,1,0,,0.0,24.666666666666668,66.9,5,5
9605,Male,20,BSc,AI,7.6,1,3,3,6,6,67,5,1,Service,10.79,26.333333333333332,71.0,11,11
9606,Female,24,BE,AI,8.78,1,2,1,8,6,67,2,1,Service,4.88,27.0,82.8,5,5
9607,Male,22,BCA,DS,9.22,2,3,4,8,3,72,1,1,Product,3.92,27.666666666666668,82.2,8,8
9608,Male,22,BCA,DS,7.02,3,1,1,9,2,61,0,1,Startup,7.27,24.0,55.19999999999999,2,2
9609,Female,20,BSc,DS,7.43,3,1,4,5,8,78,1,1,Service,9.85,30.333333333333332,59.3,6,6
9610,Male,21,BCA,CS,7.52,3,1,5,10,9,61,5,1,Service,11.7,26.666666666666668,60.19999999999999,11,11
9611,Male,24,BCA,Mechanical,6.89,1,3,1,6,10,43,3,0,,0.0,19.666666666666668,63.89999999999999,7,7
9612,Female,23,BCA,DS,8.7,2,1,4,2,10,63,1,0,,0.0,25.0,77.0,6,6
9613,Male,22,BE,DS,7.75,2,0,1,10,4,98,4,1,Service,8.26,37.333333333333336,67.5,5,5
9614,Male,21,BCA,AI,9.43,2,1,5,4,3,95,4,0,,0.0,34.0,84.3,10,10
9615,Male,22,BCA,Electrical,8.3,2,1,1,3,10,55,2,0,,0.0,22.666666666666668,73.0,4,4
9616,Male,21,BCA,IT,6.41,1,3,3,9,1,89,1,0,,0.0,33.0,59.099999999999994,7,7
9617,Male,24,BCA,IT,6.21,2,0,5,6,2,85,0,0,,0.0,31.0,52.1,5,5
9618,Male,24,BCA,CS,7.1,2,3,3,6,8,52,2,0,,0.0,22.0,61.0,8,8
9619,Male,24,BE,IT,6.99,0,0,1,4,6,54,3,0,,0.0,21.333333333333332,69.9,4,4
9620,Female,20,BCA,Mechanical,7.25,0,0,3,6,6,72,3,1,Service,6.52,28.0,72.5,6,6
9621,Female,21,BCA,AI,6.29,0,3,0,1,1,69,4,0,,0.0,23.666666666666668,62.9,7,7
9622,Male,23,BTech,CS,9.71,0,1,5,9,8,95,2,1,Product,9.53,37.333333333333336,97.10000000000001,8,8
9623,Male,23,BCA,IT,6.13,1,2,0,3,6,62,3,0,,0.0,23.666666666666668,56.3,5,5
9624,Female,24,BCA,IT,8.31,3,2,5,5,4,81,1,1,Service,12.84,30.0,68.10000000000001,8,8
9625,Female,23,BE,Electrical,5.56,0,1,2,7,3,98,2,0,,0.0,36.0,55.599999999999994,5,5
9626,Female,22,BCA,AI,7.25,0,2,5,2,6,89,1,0,,0.0,32.333333333333336,72.5,8,8
9627,Female,21,BE,CS,6.83,0,2,2,4,3,44,1,0,,0.0,17.0,68.3,5,5
9628,Female,21,BSc,AI,7.14,1,0,0,6,4,92,5,1,Product,6.31,34.0,66.39999999999999,5,5
9629,Male,21,BCA,CS,7.64,3,3,5,1,10,78,1,0,,0.0,29.666666666666668,61.39999999999999,9,9
9630,Female,22,BTech,IT,8.08,2,3,2,6,8,73,2,1,Service,11.05,29.0,70.8,7,7
9631,Female,20,BE,AI,8.01,0,1,1,5,7,80,2,1,Service,7.98,30.666666666666668,80.1,4,4
9632,Female,22,BSc,AI,8.21,3,1,1,2,7,96,4,0,,0.0,35.0,67.10000000000001,6,6
9633,Male,21,BTech,Mechanical,9.13,2,3,2,6,6,44,2,0,,0.0,18.666666666666668,81.30000000000001,7,7
9634,Male,21,BE,Electrical,9.31,0,2,0,5,8,98,5,1,Product,8.98,37.0,93.10000000000001,7,7
9635,Male,21,BSc,AI,8.67,1,1,4,1,9,89,0,0,,0.0,33.0,81.7,5,5
9636,Male,23,BTech,CS,5.84,1,0,5,6,1,83,2,0,,0.0,30.0,53.4,7,7
9637,Male,20,BCA,Mechanical,9.63,1,3,1,7,3,94,5,1,Startup,11.83,34.666666666666664,91.30000000000001,9,9
9638,Male,22,BTech,AI,9.57,2,2,5,9,8,43,4,0,,0.0,20.0,85.7,11,11
9639,Female,21,BTech,AI,8.56,1,0,3,2,1,55,2,0,,0.0,19.333333333333332,80.60000000000001,5,5
9640,Male,24,BTech,Mechanical,7.72,3,3,4,6,9,50,0,0,,0.0,21.666666666666668,62.2,7,7
9641,Male,20,BE,IT,6.58,2,3,3,6,1,90,2,1,Startup,4.8,32.333333333333336,55.8,8,8
9642,Female,24,BCA,AI,8.75,1,2,1,1,9,66,4,0,,0.0,25.333333333333332,82.5,7,7
9643,Male,20,BCA,DS,9.27,3,1,2,8,7,62,0,1,Service,10.25,25.666666666666668,77.69999999999999,3,3
9644,Female,21,BE,Electrical,8.36,3,0,3,5,6,94,4,1,Product,11.33,35.0,68.6,7,7
9645,Female,20,BTech,IT,8.21,0,0,5,2,9,72,5,0,,0.0,27.666666666666668,82.10000000000001,10,10
9646,Male,20,BCA,AI,6.33,0,0,0,5,10,62,3,0,,0.0,25.666666666666668,63.3,3,3
9647,Female,21,BTech,IT,7.04,3,3,3,4,4,52,1,0,,0.0,20.0,55.400000000000006,7,7
9648,Female,24,BCA,CS,8.61,0,2,0,7,5,97,4,1,Startup,10.16,36.333333333333336,86.1,6,6
9649,Female,24,BE,IT,5.57,0,2,4,10,10,44,3,0,,0.0,21.333333333333332,55.7,9,9
9650,Female,23,BSc,Mechanical,8.26,2,3,4,8,2,71,2,1,Product,10.9,27.0,72.6,9,9
9651,Male,24,BTech,AI,8.8,1,0,2,1,3,94,0,0,,0.0,32.666666666666664,83.0,2,2
9652,Female,24,BCA,IT,6.94,2,0,0,1,7,79,5,0,,0.0,29.0,59.400000000000006,5,5
9653,Male,20,BCA,DS,5.83,2,2,5,8,5,49,4,0,,0.0,20.666666666666668,48.3,11,11
9654,Female,23,BCA,CS,9.02,0,1,2,4,8,54,0,0,,0.0,22.0,90.19999999999999,3,3
9655,Female,21,BE,CS,6.11,1,3,3,8,3,54,5,0,,0.0,21.666666666666668,56.1,11,11
9656,Female,21,BE,IT,7.09,2,1,2,7,3,99,3,1,Startup,13.77,36.333333333333336,60.900000000000006,6,6
9657,Male,22,BSc,Mechanical,8.54,2,0,5,9,1,62,5,1,Product,10.58,24.0,75.39999999999999,10,10
9658,Male,23,BE,CS,9.01,2,3,3,7,1,84,5,1,Product,13.43,30.666666666666668,80.1,11,11
9659,Male,20,BTech,IT,9.21,2,3,4,4,2,97,4,0,,0.0,34.333333333333336,82.10000000000001,11,11
9660,Female,22,BE,IT,7.78,1,1,2,5,7,73,2,1,Service,13.81,28.333333333333332,72.8,5,5
9661,Female,22,BCA,CS,7.55,0,3,5,7,9,43,2,0,,0.0,19.666666666666668,75.5,10,10
9662,Female,21,BTech,IT,9.15,3,2,4,2,6,93,5,0,,0.0,33.666666666666664,76.5,11,11
9663,Female,24,BE,IT,7.92,0,1,3,3,5,52,2,0,,0.0,20.0,79.2,6,6
9664,Male,20,BTech,Electrical,7.99,3,2,0,3,4,68,1,0,,0.0,25.0,64.9,3,3
9665,Female,23,BTech,DS,7.37,2,0,1,9,4,48,2,0,,0.0,20.333333333333332,63.7,3,3
9666,Male,22,BE,IT,7.1,3,1,3,2,7,44,1,0,,0.0,17.666666666666668,56.0,5,5
9667,Female,20,BTech,Electrical,7.57,1,3,3,4,1,51,4,0,,0.0,18.666666666666668,70.7,10,10
9668,Male,21,BCA,Electrical,7.07,1,1,1,8,6,73,4,1,Product,3.35,29.0,65.7,6,6
9669,Male,22,BCA,IT,6.98,2,2,1,1,1,91,3,0,,0.0,31.0,59.80000000000001,6,6
9670,Female,22,BE,Mechanical,9.77,1,2,4,9,4,47,3,0,,0.0,20.0,92.69999999999999,9,9
9671,Female,21,BE,CS,6.95,2,0,3,6,10,59,0,0,,0.0,25.0,59.5,3,3
9672,Male,21,BCA,Electrical,6.6,3,3,3,4,6,55,4,0,,0.0,21.666666666666668,51.0,10,10
9673,Female,21,BE,Electrical,7.02,0,3,2,5,2,63,0,1,Product,8.27,23.333333333333332,70.19999999999999,5,5
9674,Female,20,BCA,Mechanical,8.04,0,0,1,7,5,59,3,0,,0.0,23.666666666666668,80.39999999999999,4,4
9675,Male,20,BTech,AI,9.42,3,2,5,8,10,47,0,0,,0.0,21.666666666666668,79.2,7,7
9676,Male,20,BE,Mechanical,8.89,0,3,0,5,4,68,3,1,Product,7.66,25.666666666666668,88.9,6,6
9677,Male,24,BSc,AI,9.12,2,3,3,7,3,58,1,0,,0.0,22.666666666666668,81.19999999999999,7,7
9678,Male,22,BCA,AI,9.19,3,2,2,3,10,91,3,0,,0.0,34.666666666666664,76.89999999999999,7,7
9679,Female,20,BCA,Mechanical,9.46,2,0,0,2,6,81,4,0,,0.0,29.666666666666668,84.60000000000001,4,4
9680,Male,24,BTech,DS,6.51,0,2,4,2,7,64,4,0,,0.0,24.333333333333332,65.1,10,10
9681,Male,22,BSc,Mechanical,7.47,2,3,5,10,2,76,1,1,Startup,7.36,29.333333333333332,64.7,9,9
9682,Male,20,BSc,Electrical,7.16,1,1,2,3,6,42,1,0,,0.0,17.0,66.6,4,4
9683,Female,21,BSc,CS,7.14,0,0,0,6,10,58,3,0,,0.0,24.666666666666668,71.39999999999999,3,3
9684,Male,23,BCA,Mechanical,8.3,1,1,3,10,1,91,4,1,Product,7.95,34.0,78.0,8,8
9685,Female,20,BCA,DS,7.23,1,2,2,1,10,73,3,0,,0.0,28.0,67.30000000000001,7,7
9686,Male,23,BSc,Mechanical,8.15,3,0,1,3,4,46,3,0,,0.0,17.666666666666668,66.5,4,4
9687,Male,20,BE,DS,7.14,3,0,0,3,6,94,5,0,,0.0,34.333333333333336,56.39999999999999,5,5
9688,Female,21,BSc,CS,6.84,2,0,3,2,3,48,1,0,,0.0,17.666666666666668,58.400000000000006,4,4
9689,Male,23,BTech,IT,7.02,2,2,2,1,9,47,3,0,,0.0,19.0,60.19999999999999,7,7
9690,Male,24,BSc,DS,8.96,0,0,5,1,3,58,3,0,,0.0,20.666666666666668,89.60000000000001,8,8
9691,Female,21,BSc,DS,8.08,2,0,0,1,4,76,1,0,,0.0,27.0,70.8,1,1
9692,Male,23,BSc,Electrical,9.69,2,3,4,8,5,47,5,0,,0.0,20.0,86.89999999999999,12,12
9693,Male,23,BE,DS,9.08,3,0,4,6,10,86,1,1,Startup,14.93,34.0,75.8,5,5
9694,Male,21,BSc,CS,7.59,3,3,1,9,8,63,2,1,Startup,9.6,26.666666666666668,60.900000000000006,6,6
9695,Male,21,BSc,AI,6.54,1,0,2,3,10,41,3,0,,0.0,18.0,60.400000000000006,5,5
9696,Female,21,BCA,DS,8.4,2,2,2,7,2,68,5,1,Service,6.35,25.666666666666668,74.0,9,9
9697,Male,22,BSc,CS,8.62,3,0,1,6,4,51,2,0,,0.0,20.333333333333332,71.19999999999999,3,3
9698,Female,24,BTech,Electrical,7.5,0,0,2,9,2,88,5,1,Product,7.34,33.0,75.0,7,7
9699,Male,20,BCA,Electrical,6.49,2,2,4,9,3,87,5,0,,0.0,33.0,54.900000000000006,11,11
9700,Female,23,BE,IT,7.9,0,0,4,9,3,44,1,0,,0.0,18.666666666666668,79.0,5,5
9701,Male,20,BCA,DS,6.59,1,1,1,7,7,40,5,0,,0.0,18.0,60.900000000000006,7,7
9702,Female,21,BE,AI,9.54,1,0,3,9,5,52,4,0,,0.0,22.0,90.39999999999999,7,7
9703,Male,24,BE,CS,8.2,3,0,1,7,2,78,2,1,Startup,9.8,29.0,67.0,3,3
9704,Female,24,BTech,IT,6.76,3,3,4,9,6,47,0,0,,0.0,20.666666666666668,52.599999999999994,7,7
9705,Female,22,BSc,AI,6.43,1,3,1,2,4,98,0,0,,0.0,34.666666666666664,59.3,4,4
9706,Male,21,BTech,IT,8.58,0,1,4,2,2,93,5,0,,0.0,32.333333333333336,85.8,10,10
9707,Female,23,BCA,AI,8.54,1,2,3,7,3,58,2,0,,0.0,22.666666666666668,80.39999999999999,7,7
9708,Male,22,BE,Mechanical,8.07,1,0,4,10,2,85,0,1,Service,6.55,32.333333333333336,75.7,4,4
9709,Male,21,BCA,Mechanical,8.14,3,3,5,6,4,67,4,1,Startup,8.84,25.666666666666668,66.4,12,12
9710,Male,22,BE,Mechanical,8.1,2,1,2,6,3,49,3,0,,0.0,19.333333333333332,71.0,6,6
9711,Male,20,BCA,IT,7.05,3,2,0,5,8,88,4,1,Product,14.76,33.666666666666664,55.5,6,6
9712,Male,21,BE,Mechanical,9.53,3,3,3,1,4,89,0,0,,0.0,31.333333333333332,80.3,6,6
9713,Female,23,BTech,CS,7.56,0,2,0,7,10,73,5,1,Startup,13.88,30.0,75.6,7,7
9714,Male,23,BE,CS,5.59,1,1,3,2,3,49,3,0,,0.0,18.0,50.9,7,7
9715,Male,21,BSc,Mechanical,7.0,2,2,3,8,10,57,0,0,,0.0,25.0,60.0,5,5
9716,Male,22,BTech,AI,6.06,2,2,3,10,9,49,2,0,,0.0,22.666666666666668,50.599999999999994,7,7
9717,Male,24,BSc,AI,7.06,3,1,5,7,9,60,4,1,Startup,13.55,25.333333333333332,55.599999999999994,10,10
9718,Male,21,BCA,IT,8.12,3,2,3,2,3,41,3,0,,0.0,15.333333333333334,66.19999999999999,8,8
9719,Male,23,BCA,AI,5.6,1,1,4,2,4,48,1,0,,0.0,18.0,51.0,6,6
9720,Female,20,BE,DS,9.24,0,2,2,10,7,87,4,1,Product,14.22,34.666666666666664,92.4,8,8
9721,Female,23,BE,AI,8.12,1,3,4,8,3,77,1,1,Product,14.69,29.333333333333332,76.19999999999999,8,8
9722,Male,24,BCA,CS,6.77,2,3,4,5,10,46,2,0,,0.0,20.333333333333332,57.69999999999999,9,9
9723,Female,23,BTech,Electrical,6.84,0,3,5,8,9,42,5,0,,0.0,19.666666666666668,68.4,13,13
9724,Male,24,BSc,AI,7.5,3,3,2,1,7,65,0,0,,0.0,24.333333333333332,60.0,5,5
9725,Male,21,BCA,IT,6.57,3,1,5,9,6,46,2,0,,0.0,20.333333333333332,50.7,8,8
9726,Male,23,BTech,AI,5.52,2,2,3,8,6,91,1,0,,0.0,35.0,45.199999999999996,6,6
9727,Male,22,BSc,IT,5.61,1,1,2,6,8,79,3,0,,0.0,31.0,51.1,6,6
9728,Male,22,BE,DS,7.04,0,0,0,8,9,64,2,1,Startup,9.19,27.0,70.4,2,2
9729,Female,23,BTech,Mechanical,6.03,1,2,2,1,3,76,0,0,,0.0,26.666666666666668,55.300000000000004,4,4
9730,Female,23,BTech,DS,5.6,1,1,4,8,3,74,3,0,,0.0,28.333333333333332,51.0,8,8
9731,Female,20,BCA,CS,9.19,1,2,3,1,8,85,3,0,,0.0,31.333333333333332,86.89999999999999,8,8
9732,Female,23,BSc,Electrical,6.68,3,2,4,4,3,66,0,0,,0.0,24.333333333333332,51.8,6,6
